Card Title,URL,Price,Player,Grade
"2017-2020 NFL Rated Rookie Lot Of 10, Chance At Illumination Patrick Mahomes!!🏈",https://www.ebay.com/itm/2017-2020-NFL-Rated-Rookie-Lot-Of-10-Chance-At-Illumination-Patrick-Mahomes/164572083104?hash=item265142b3a0:g:ksgAAOSwoB1fh79L,$12.50,Mahommes,0
PATRICK MAHOMES II 2017 Donruss Rated Rookie card #327 RC Chiefs HOT 🔥,https://www.ebay.com/itm/PATRICK-MAHOMES-II-2017-Donruss-Rated-Rookie-card-327-RC-Chiefs-HOT/353347059064?hash=item5245203d78:g:MkAAAOSw4YJf-NT9,$247.50,Mahommes,0
2017 PATRICK MAHOMES panini RATED ROOKIE #327 rookie card,https://www.ebay.com/itm/2017-PATRICK-MAHOMES-panini-RATED-ROOKIE-327-rookie-card/303840483880?hash=item46be4dda28:g:hsQAAOSwjO1f-MGw,$205.00,Mahommes,0
MAHOMES KC CHIEFS 2 CARD LOT TECH RATED ROOKIE & ICONIC INK ACEO 2017 NFL RC,https://www.ebay.com/itm/MAHOMES-KC-CHIEFS-2-CARD-LOT-TECH-RATED-ROOKIE-ICONIC-INK-ACEO-2017-NFL-RC/373426387909?hash=item56f1f27bc5:g:MY0AAOSw-Upf2qSJ,$4.30,Mahommes,0
2017 Donruss #327 Patrick Mahomes II Rated Rookie RC Chiefs Gorgeous! 👀 Close!!,https://www.ebay.com/itm/2017-Donruss-327-Patrick-Mahomes-II-Rated-Rookie-RC-Chiefs-Gorgeous-Close/184614740438?hash=item2afbe561d6:g:BSYAAOSwyHNf-ozy,$330.00,Mahommes,0
2017 Mahomes Rated Rookie Lime,https://www.ebay.com/itm/2017-Mahomes-Rated-Rookie-Lime/265014638673?hash=item3db41a7851:g:yOEAAOSw00JgAQt4,$700.00,Mahommes,0
2017 Patrick Mahomes Panini Donruss Rated Rookie,https://www.ebay.com/itm/2017-Patrick-Mahomes-Panini-Donruss-Rated-Rookie/233847264213?hash=item36726213d5:g:ioEAAOSw0Ztf89sE,$385.00,Mahommes,0
2017 Patrick Mahomes II Rated Rookie,https://www.ebay.com/itm/2017-Patrick-Mahomes-II-Rated-Rookie/274647532003?hash=item3ff244c1e3:g:6AMAAOSwiTNgAKqp,$225.00,Mahommes,0
2017 Panini Donruss Patrick Mahomes II Rated Rookie #327,https://www.ebay.com/itm/2017-Panini-Donruss-Patrick-Mahomes-II-Rated-Rookie-327/184617649767?hash=item2afc11c667:g:WC4AAOSwf1Vf~QIa,$261.00,Mahommes,0
2017 Donruss Patrick Mahomes Rated Rookie **READ**,https://www.ebay.com/itm/2017-Donruss-Patrick-Mahomes-Rated-Rookie-READ/303847849414?hash=item46bebe3dc6:g:DxQAAOSwarRgAKbm,$175.00,Mahommes,0
2017 Panini Donruss Rated Rookie RC SSP Patrick Mahomes II Kansas City Chiefs,https://www.ebay.com/itm/2017-Panini-Donruss-Rated-Rookie-RC-SSP-Patrick-Mahomes-II-Kansas-City-Chiefs/254828379094?hash=item3b54f47bd6:g:YHwAAOSwQW5f94ko,$270.00,Mahommes,0
2017 Panini Donruss Complete Set REPACK Including Mahomes Rated Rookie RC ~Read~,https://www.ebay.com/itm/2017-Panini-Donruss-Complete-Set-REPACK-Including-Mahomes-Rated-Rookie-RC-Read/184617704610?hash=item2afc129ca2:g:dY0AAOSwl7lf~QuP,$15.99,Mahommes,0
"2017 Donruss Panini #327 PATRICK MAHOMES Rated Rookie Chiefs SB MVP, MVP",https://www.ebay.com/itm/2017-Donruss-Panini-327-PATRICK-MAHOMES-Rated-Rookie-Chiefs-SB-MVP-MVP/265007851133?hash=item3db3b2e67d:g:qscAAOSwOVZf-f8t,$297.00,Mahommes,0
2017 Donruss Patrick Mahomes Rated Rookie TRUE ROOKIE CARD #327 - Chiefs 🔥,https://www.ebay.com/itm/2017-Donruss-Patrick-Mahomes-Rated-Rookie-TRUE-ROOKIE-CARD-327-Chiefs/313380801713?hash=item48f6f38cb1:g:d7kAAOSwTWRf~8GS,$300.00,Mahommes,0
2017 Donruss Rated Rookie Patrick Mahomes Kansas City Chiefs,https://www.ebay.com/itm/2017-Donruss-Rated-Rookie-Patrick-Mahomes-Kansas-City-Chiefs/333856994021?hash=item4dbb6d72e5:g:wu8AAOSw1m5f-STj,$190.00,Mahommes,0
2017 Donruss Patrick Mahomes II Rated Rookie Card RC #327 Chiefs M66,https://www.ebay.com/itm/2017-Donruss-Patrick-Mahomes-II-Rated-Rookie-Card-RC-327-Chiefs-M66/373422643219?hash=item56f1b95813:g:sxMAAOSwbH9f-Rdh,$211.50,Mahommes,0
